navn,type,adresse,ip,data
KABELTV,,,80.161.168.212,90864
KABELTV,,,80.197.117.2,90864
KABELTV,,,83.90.188.210,90864
TDC-CUSTOMER-NET,,,87.54.20.34,90864
TDC A/S,LIR,DENMARK,87.61.160.149,90864
TELIANET,,,90.232.138.68,90864
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.243.28,90858
Fullrate A/S,OTHER,DENMARK,2.110.201.196,90858
HI3G-CUSTOMER-NET,,,94.191.184.184,90767
KABELTV,,,80.167.155.240,90703
Fullrate A/S,OTHER,DENMARK,90.184.49.109,90661
TDC-CUSTOMER-NET,,,176.23.1.198,90622
ZENSYSTEMS-DK,,,91.143.115.173,90531
TDCMOBILE-NAT,,,80.62.116.157,90527
TDC A/S,LIR,DENMARK,212.130.176.121,90523
Fullrate A/S,OTHER,DENMARK,89.150.157.98,90503
DK-UNI2-KUNDER,,,130.228.172.206,90484
TDCMOBILE-NAT,,,80.62.117.214,90484
TDC-CUSTOMER-NET,,,176.23.85.10,90439
DK-TELENOR-MBB,,,2.131.45.230,90438
Telia Company AB,LIR,SWEDEN,62.44.135.14,90327
TDCMOBILE-NAT,,,80.62.116.239,90327
Hiper A/S,LIR,DENMARK,185.118.249.18,90299
CYBERCITY-DSL-USERS,,,77.215.71.90,90282
TDCMOBILE-NAT,,,80.62.117.169,90276
SEAS-NVE-INFRASTRUCTURE,,,5.103.245.192,90232
TDCMOBILE-NAT,,,80.62.116.32,90219
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.251.127,90194
DK-DKTV-INFRASTRUCTURE,,,62.61.128.178,90190
DK-SONOFON-NET,,,213.83.153.78,90145
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.153.73,89985
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.150.162,89942
Sparnord kollegiet,other,undefined,192.38.10.98,89903
DK-TELENOR-MBB,,,213.83.135.78,89865
TDCMOBILE-NAT,,,80.62.116.1,89822
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.182.139.230,89702
KABELTV,,,87.48.46.119,89695
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.164.4.253,89661
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.136.155,89639
CYBERCITY-DSL-USERS,,,77.215.246.198,89485
TDC-BREDBAANDSADSL-STATIC-NET,,,80.162.99.94,89364
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.163.123.35,89317
CYBERCITY-DSL-USERS,,,85.81.57.147,89288
TDC-BREDBAANDSADSL-STATIC-NET,,,2.111.171.14,89242
TDCMOBILE-NAT,,,80.62.116.243,89029
TDCMOBILE-NAT,,,80.62.117.107,88984
KABELTV,,,80.162.192.227,88823
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.60.0.165,88816
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.152.179,88731
TDCMOBILE-NAT,,,80.62.116.34,88704
SIT-05-SHS-L2,,,188.64.159.129,88624
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,80.164.74.147,88548
Telenor A/S,LIR,DENMARK,83.74.12.22,88537
Telia Company AB,LIR,SWEDEN,62.44.135.2,88507
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,83.88.125.12,88452
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.154.238,88356
ComX Networks A/S,OTHER,Denmark,87.72.32.116,88302
NIANET-AS,,,152.115.79.75,88282
Telia Company AB,LIR,SWEDEN,62.44.135.166,88248
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.154.158,88222
Infrastructure,,,87.116.37.170,88139
CUST-GC-NET-0210,,,81.27.212.131,88135
Telia Company AB,LIR,SWEDEN,62.44.134.45,88064
TDCMOBILE-NAT,,,80.62.117.102,88019
TDC-CUSTOMER-NET,,,2.109.90.110,87938
Telia Company AB,LIR,SWEDEN,62.44.134.49,87918
KABELTV,,,80.161.154.138,87902
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.161.97.14,87882
KABELTV,,,80.161.137.248,87860
Fullrate A/S,OTHER,DENMARK,90.184.176.169,87816
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,188.114.136.162,87807
TDCMOBILE-NAT,,,80.62.116.24,87691
CUST-GC-NET-0152,,,77.243.43.186,87684
Syd Energi Bredbaand A/S,Other,DENMARK,178.132.237.70,87680
CYBERCITY-DSL-USERS,,,94.145.170.58,87644
Telia Company AB,LIR,SWEDEN,62.44.135.71,87586
TDC A/S,LIR,DENMARK,2.106.175.16,87561
Telia Company AB,LIR,SWEDEN,62.44.135.252,87561
STOFANET-15,,,212.10.235.26,87551
GAL,,,94.126.4.106,87551
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.21.177.231,87544
KABELTV,,,83.92.117.213,87535
CDNET-CABLE,,,85.218.217.54,87535
KABELTV,,,2.108.186.174,87512
KABELTV,,,2.104.67.100,87408
Arrowhead A/S,LIR,DENMARK,91.101.84.23,87310
Telia Company AB,LIR,SWEDEN,62.44.135.46,87276
Fullrate A/S,OTHER,DENMARK,2.110.39.128,87150
CYBERCITY-DSL-USERS,,,217.157.175.214,87138
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.166.89.171,87104
Altibox Danmark AS,LIR,DENMARK,188.228.106.143,87095
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.178.186.254,87078
DK-TELENOR-MBB,,,37.96.10.225,87049
Stofa A/S,LIR,DENMARK,178.155.182.117,87021
Danmarks Tekniske Universitet,LIR,DENMARK,130.225.188.33,86950
Telia Company AB,LIR,SWEDEN,62.44.134.184,86913
Fullrate A/S,OTHER,DENMARK,89.150.142.142,86882
ComX Networks A/S,OTHER,Denmark,87.72.39.63,86869
Fullrate A/S,OTHER,DENMARK,90.184.118.195,86839
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.193.216,86824
TDC-BREDBAANDSADSL-PROF-NET,,,80.63.113.138,86820
KABELTV,,,2.108.173.38,86797
HI3G-CUSTOMER-NET,,,94.191.184.44,86794
DSV-EMEA,,,193.162.26.10,86783
DK-SONOFON-NET,,,213.83.153.39,86721
TDCMOBILE-NAT,,,80.62.117.155,86690
BREDBAANDNORD-NET,,,77.68.251.72,86685
DK-TELENOR-MBB,,,2.129.64.69,86609
STOFANET-AARH-NET-1,,,62.107.11.4,86579
CYBERCITY-DSL-USERS,,,77.213.88.148,86525
KUBI_WIRELESS_SL,,,195.235.100.34,86498
TDCMOBILE-NAT,,,80.62.116.111,86488
Fullrate A/S,OTHER,DENMARK,95.166.30.49,86470
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.177.19.44,86424
KABELTV,,,188.183.140.38,86420
DANSKNET-DATA3-PUB,,,85.233.250.38,86287
TDC-BREDBAANDSADSL-STATIC-NET,,,83.89.212.86,86204
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.54.181.15,86185
Telia Company AB,LIR,SWEDEN,62.44.134.29,86176
TDCMOBILE-NAT,,,80.62.116.97,86150
TDCMOBILE-NAT,,,80.62.117.180,86109
HI3G-CUSTOMER-NET,,,94.191.188.81,86072
TDCMOBILE-NAT,,,80.62.116.89,85996
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.178.187.211,85959
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,24.10.183.65,85954
FIBIA P/S,LIR,DENMARK,5.186.125.49,85849
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,66.249.64.235,85806
KABELTV,,,83.89.104.203,85794
TDCMOBILE-NAT,,,80.62.116.91,85746
KMD A/S,LIR,DENMARK,131.165.177.65,85703
ComX Networks A/S,OTHER,Denmark,87.72.59.68,85678
Telia Company AB,LIR,SWEDEN,62.44.135.125,85658
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,52.50.199.34,85640
Telia Company AB,LIR,SWEDEN,62.44.135.44,85640
CYBERCITY-DSL-USERS,,,94.145.48.118,85639
DK-TELELET-VEDFORTET,,,77.75.161.104,85585
HI3G-CUSTOMER-NET,,,94.191.185.45,85563
YHC-NET-CUST-2,,,31.6.51.205,85511
CYBERCITY-DSL-USERS,,,94.145.182.108,85430
TDCMOBILE-NAT,,,80.62.116.44,85403
Stofa A/S,LIR,DENMARK,178.155.240.86,85391
Fullrate A/S,OTHER,DENMARK,90.184.207.29,85379
TDCMOBILE-NAT,,,80.62.117.134,85378
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.250.152,85318
TDCMOBILE-NAT,,,80.62.116.202,85280
KABELTV,,,2.104.75.185,85271
TELIA-DK,,,62.198.32.170,85266
BREDBAANDNORD-NET,,,77.68.251.78,85250
DK-NORDJYLLANDS-AMT,,,212.88.77.66,85210
Telia Company AB,LIR,SWEDEN,62.44.134.214,85171
CYBERCITY-DSL-USERS,,,85.81.166.128,84996
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,66.249.64.223,84966
TELIA-DK,,,62.198.110.190,84938
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.127.41,84904
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.179.66.219,84867
MBB-INFRASTRUCTURE,,,94.144.63.95,84810
GLUD-MARSTRAND-NET,,,195.249.140.130,84767
Telia Company AB,LIR,SWEDEN,62.44.135.95,84636
Telia Company AB,LIR,SWEDEN,62.44.135.56,84630
Arrowhead A/S,LIR,DENMARK,91.101.241.41,84560
TDC A/S,LIR,DENMARK,93.178.144.26,84534
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.166.193.141,84489
HI3G-CUSTOMER-NET,,,94.191.188.43,84469
MOE-NET-1,,,185.20.242.100,84454
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.181.70.240,84443
KABELTV,,,80.198.98.121,84439
TDCMOBILE-NAT,,,80.62.117.117,84430
Athena IT-Group A/S,LIR,DENMARK,91.193.137.190,84352
TDCMOBILE-NAT,,,80.62.117.118,84309
Telia Company AB,LIR,SWEDEN,62.44.135.120,84292
C33-ZENSYSTEMS-DK,,,188.120.84.178,84259
Fullrate A/S,OTHER,DENMARK,2.110.50.97,84250
CUST-GC-NET-0125,,,77.243.35.196,84246
HI3G-CUSTOMER-NET,,,94.191.189.207,84224
FIBIA P/S,LIR,DENMARK,89.239.241.40,84210
Stofa A/S,LIR,DENMARK,178.155.216.49,84187
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,83.92.185.61,84171
FIBIA P/S,LIR,DENMARK,5.186.117.82,84156
FjernVarmeFyn-NET-1,,,185.20.242.2,84149
FIBIA P/S,LIR,DENMARK,5.186.115.109,84149
FIBIA P/S,LIR,DENMARK,5.186.126.169,84149
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.127.209,84149
TDC-BREDBAANDSADSL-STATIC-NET,,,2.104.240.238,84143
FIBIA P/S,LIR,DENMARK,5.186.125.131,84143
Fullrate A/S,OTHER,DENMARK,2.110.183.135,84125
TELIA-DK,,,62.198.54.42,84034
Telia Company AB,LIR,SWEDEN,62.44.135.243,83984
BornFiber Service Provider ApS,LIR,DENMARK,185.109.76.101,83952
KABELTV,,,80.198.94.153,83946
TDC A/S,LIR,DENMARK,80.63.4.110,83929
STOFANET-17,,,62.107.247.171,83923
KABELTV,,,87.50.125.39,83879
TDC-BREDBAANDSADSL-STATIC-NET,,,2.104.255.150,83864
FIBIA P/S,LIR,DENMARK,89.239.194.165,83854
TELELET-BACKBONE,,,77.75.167.126,83846
A/S ScanNet,OTHER,DK-Denmark,77.243.132.75,83826
HI3G-CUSTOMER-NET,,,94.191.184.40,83798
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,199.16.156.124,83736
Fullrate A/S,OTHER,DENMARK,90.185.220.62,83711
DANSKNET-DATA5-STATIC-PUB,,,213.140.91.139,83703
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.166.21.204,83684
TDC-PROACCESS-WAN-NET,,,62.243.45.94,83531
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.178.56.228,83481
TDCMOBILE-NAT,,,80.62.117.253,83455
TDC-CUSTOMER-NET,,,85.129.90.94,83446
KABELTV,,,62.243.28.248,83441
TDCMOBILE-NAT,,,80.62.116.17,83434
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.152.244,83430
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.49.233.173,83428
TDCMOBILE-NAT,,,80.62.117.100,83427
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,212.130.147.58,83426
Sotea ApS,LIR,DENMARK,193.200.225.69,83424
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.150.45,83423
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.229.242,83419
TDC-CUSTOMER-NET,,,176.23.70.128,83418
KABELTV,,,83.93.60.247,83418
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.213.39,83416
KABELTV,,,2.104.100.13,83412
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.182.64.119,83411
Fullrate A/S,OTHER,DENMARK,2.110.173.97,83411
BREDBAANDNORD-NET,,,77.68.246.42,83411
KABELTV,,,80.197.155.112,83411
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.164.125.88,83411
KABELTV,,,83.95.173.152,83410
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.162.248.228,83409
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.180.36.83,83405
TDC A/S,LIR,DENMARK,188.183.225.83,83405
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.107.174.241,83405
FBB_RESIDENTIAL_DHCP_FIXED,,,78.156.111.30,83404
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,80.164.70.182,83404
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.21.4.115,83398
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.178.1.117,83398
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.182.137.164,83398
KABELTV,,,2.104.86.234,83398
KABELTV,,,83.89.2.110,83398
TDC A/S,LIR,DENMARK,87.54.144.144,83398
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.164.187.246,83397
TDC-BREDBAANDSADSL-STATIC-NET,,,93.166.43.50,83397
KABELTV,,,176.21.236.187,83391
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.23.209.27,83391
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.109.219.222,83391
CYBERCITY-DSL-USERS,,,85.80.138.180,83391
KABELTV,,,80.63.25.71,83390
KABELTV,,,80.197.111.144,83301
TDCMOBILE-NAT,,,80.62.116.63,83285
CUST-GC-NET-0646,,,212.98.76.251,83262
IPVISION-P2P-2,,,109.70.49.67,83204
SEAS-NVE-INFRASTRUCTURE,,,5.103.80.168,83173
ENERGIRANDERSTELE-CUSTOMER-AND-INTERNAL-ADDR,,,91.144.195.194,83082
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.178.100.182,82954
BREDBAANDNORD-NET,,,77.68.181.250,82942
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.183.166,82923
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.89.243,82887
HI3G-CUSTOMER-NET,,,94.191.185.101,82814
NEFNET-DHCP,,,93.184.194.113,82743
AURA-Infrastructure,,,85.191.38.113,82696
Dyrup-Sanderum Antenneforening,LIR,DENMARK,93.90.2.135,82695
Telia Company AB,LIR,SWEDEN,62.44.135.150,82602
TDC A/S,LIR,DENMARK,93.167.132.240,82562
STOFANET-14,,,212.10.183.164,82546
FIBIA P/S,LIR,DENMARK,5.186.126.177,82540
NEFNET-DHCP,,,93.184.205.169,82539
CYBERCITY-DSL-USERS,,,85.83.81.115,82525
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,195.215.21.76,82519
FIBIA P/S,LIR,DENMARK,89.239.192.38,82518
OUTFORCEIT-A-S-NET,,,87.54.30.4,82512
CYBERCITY-DSL-USERS,,,94.145.234.17,82512
STOFANET-14,,,212.10.180.22,82509
HI3G-CUSTOMER-NET,,,94.191.189.92,82506
KABELTV,,,83.92.63.109,82501
TELIA-DK,,,62.198.8.65,82499
TDC-BREDBAANDSADSL-STATIC-NET,,,2.104.237.62,82497
FIBIA P/S,LIR,DENMARK,89.239.240.100,82495
C33-ZENSYSTEMS-DK,,,188.120.84.125,82494
CYBERCITY-DSL-USERS,,,94.146.26.210,82494
Jay.net A/S,LIR,DENMARK,86.58.251.238,82489
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.214.213,82478
TDC A/S,LIR,DENMARK,2.104.223.90,82478
CUST-GC-NET-0501,,,212.98.71.106,82477
VENZOHOSTING-PRIMARYDATACENTER,,,89.188.85.40,82475
DK-AARSLEV-20130827,,,185.34.12.2,82472
TDC-BREDBAANDSADSL-STATIC-NET,,,93.165.99.158,82472
ZENSYSTEMS-DK,,,94.18.224.106,82471
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,62.243.158.198,82469
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.21.187.119,82464
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.250.48,82464
DK-AARSLEV-20130827,,,185.34.15.51,82464
FIBIA P/S,LIR,DENMARK,5.186.118.43,82464
KABELTV,,,80.163.62.165,82464
SYDFYN-USERS,,,85.27.166.108,82464
TDC-BREDBAANDSADSL-STATIC-NET,,,87.54.156.214,82464
TDC-BREDBAANDSADSL-STATIC-NET,,,93.165.114.122,82464
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.159.179,82463
CYBERCITY-DSL-USERS,,,212.242.161.5,82463
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.51.185.178,82463
FIBIA P/S,LIR,DENMARK,89.239.192.39,82463
HI3G-CUSTOMER-NET,,,109.56.212.136,82462
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.23.164.133,82462
TDC-BREDBAANDSADSL-STATIC-NET,,,83.92.59.82,82462
TDC A/S,LIR,DENMARK,195.41.8.226,82457
FIBIA P/S,LIR,DENMARK,5.186.117.198,82457
CYBERCITY-DSL-USERS,,,77.212.16.185,82457
TELEDANMARK,,,87.54.51.106,82457
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.46.222,82457
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.94.92,82457
TDC A/S,LIR,DENMARK,128.76.141.66,82456
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.160.199,82456
ODKNET-NET01,,,185.16.156.15,82456
VPnHT-NET-4,,,185.97.214.100,82456
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.176.168.28,82456
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.176.184.182,82456
HEDENSTED-CENTRALRENSNINGSANLAEG-NET,,,188.180.81.10,82456
TDC-HOSTING,,,193.88.33.108,82456
TDC-CUSTOMER-NET,,,194.239.16.250,82456
TDC A/S,LIR,DENMARK,195.215.233.150,82456
TDC-BREDBAANDSADSL-STATIC-NET,,,2.104.220.202,82456
TDC A/S,LIR,DENMARK,2.104.239.152,82456
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.108.108.26,82456
Fullrate A/S,OTHER,DENMARK,2.110.210.86,82456
Fullrate A/S,OTHER,DENMARK,2.110.224.85,82456
Fullrate A/S,OTHER,DENMARK,2.110.226.140,82456
Fullrate A/S,OTHER,DENMARK,2.110.243.40,82456
STOFANET-14,,,212.10.182.189,82456
STOFANET,,,212.10.2.53,82456
STOFANET-15,,,212.10.210.76,82456
FIBIA P/S,LIR,DENMARK,5.186.113.80,82456
FIBIA P/S,LIR,DENMARK,5.186.119.172,82456
FIBIA P/S,LIR,DENMARK,5.186.120.231,82456
FIBIA P/S,LIR,DENMARK,5.186.120.56,82456
FIBIA P/S,LIR,DENMARK,5.186.121.152,82456
STOFANET-KOLD-NET-1,,,62.107.145.197,82456
KABELTV,,,62.243.83.168,82456
TDC A/S,LIR,DENMARK,80.63.17.226,82456
CUST-GC-NET-0239,,,81.27.211.137,82456
KABELTV,,,83.93.44.32,82456
CANALDIGITAL,,,85.218.183.177,82456
CDNET-CUST,,,85.218.195.239,82456
SYDFYN-USERS,,,85.27.165.107,82456
SYDFYN-USERS,,,85.27.202.207,82456
SYDFYN-USERS,,,85.27.206.108,82456
STOFANET-INET-CIDR-5,,,86.52.178.126,82456
Infrastructure,,,87.116.47.74,82456
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.49.126.18,82456
JORTON-HOLDING-A-S-NET,,,87.54.12.194,82456
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.104.235,82456
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.123.33,82456
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.98.180,82456
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.98.62,82456
NET-NMT-DK-SUB1,,,92.241.196.6,82456
TDC-BREDBAANDSADSL-STATIC-NET,,,93.160.220.254,82456
ODKNET-NET01,,,185.16.156.19,82443
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.164.221.134,82437
KABELTV,,,2.108.157.51,82383
Fullrate A/S,OTHER,DENMARK,2.110.12.242,82281
TDCMOBILE-NAT,,,80.62.117.232,82253
Atkins-Danmark-NET-1,,,77.233.245.52,82240
DIREKTORATET-FOR-KRIMINALFORSORGEN-NET,,,80.62.237.254,82223
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.109.149,82221
Telia Company AB,LIR,SWEDEN,62.44.135.6,82185
EnergiMidt Fiberbredband A/S,LIR,DENMARK,92.246.9.8,82185
DK-TELENOR-MBB,,,213.83.134.136,82171
KABELTV,,,83.92.79.154,82161
STOFANET-INET-CIDR-5,,,86.52.107.156,82159
BREDBAANDNORD-NET,,,77.68.251.31,82021
DK-TELENOR-MBB,,,213.83.134.155,81993
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.249.36,81978
Fullrate A/S,OTHER,DENMARK,90.185.115.103,81950
TDCMOBILE-NAT,,,80.62.117.202,81913
TDC A/S,LIR,DENMARK,188.183.225.207,81854
TDCMOBILE-NAT,,,80.62.116.119,81843
CUSTOMER-TRE-FOR-DK,,,87.104.69.157,81736
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.106.1.199,81667
FT-BREIDBAND,,,88.85.55.244,81664
FIBIA P/S,LIR,DENMARK,5.186.113.36,81575
Fullrate A/S,OTHER,DENMARK,90.185.236.90,81532
TDCMOBILE-NAT,,,80.62.116.188,81455
TDCMOBILE-NAT,,,80.62.117.87,81379
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,52.30.186.70,81351
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.178.190.97,81342
NIANET_CORE,,,83.151.156.68,81320
Telia Company AB,LIR,SWEDEN,62.44.134.24,81269
TDCMOBILE-NAT,,,80.62.116.131,81151
Uni-tel A/S,LIR,Uni-tel A/S Morten Isaksen Gydevang 39 2450 Allerod DENMARK,178.21.252.7,81122
RO-RESIDENTIAL,,,86.121.155.77,81066
DK-ALTIBOX-CUSTOMER-RESIDENTIAL-LINKNETS,,,188.228.92.138,81043
CYBERCITY-DSL-USERS,,,217.157.129.214,80993
BREDBAANDNORD-NET,,,77.68.251.99,80989
KABELTV,,,2.104.148.128,80961
Telia Company AB,LIR,SWEDEN,62.44.134.245,80957
CYBERCITY-DSL-USERS,,,94.145.237.110,80940
HI3G-CUSTOMER-NET,,,94.191.187.100,80935
NNIT A/S,LIR,DENMARK,152.73.7.253,80930
TDC-PROACCESS-WAN-NET,,,87.54.36.206,80914
TDCMOBILE-NAT,,,80.62.117.120,80903
HI3G-CUSTOMER-NET,,,94.191.188.98,80901
MBB-INFRASTRUCTURE,,,94.144.63.91,80875
CYBERCITY-DSL-USERS,,,85.82.160.211,80862
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.23.151.103,80827
TDC A/S,LIR,DENMARK,87.51.240.175,80825
Bolignet-Aarhus,LIR,DENMARK,84.238.44.213,80792
TDC-BREDBAANDSADSL-STATIC-NET,,,188.181.96.110,80755
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.202.229,80742
Arrowhead A/S,LIR,DENMARK,91.100.105.67,80714
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.249.140,80703
KABELTV,,,80.167.113.49,80700
Telia Company AB,LIR,SWEDEN,194.19.159.11,80668
Telia Company AB,LIR,SWEDEN,62.44.135.233,80661
DK-TELENOR-MBB,,,213.83.135.42,80634
Altibox Danmark AS,LIR,DENMARK,37.97.18.214,80609
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.107.241,80553
KABELTV,,,80.167.199.13,80457
TDC A/S,LIR,DENMARK,93.166.15.10,80437
KABELTV,,,62.243.93.103,80434
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.62.138.44,80336
DK-SONOFON-NET,,,213.83.153.200,80335
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.224.14,80327
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.175.57,80165
Fullrate A/S,OTHER,DENMARK,2.110.3.116,80073
FIBIA P/S,LIR,DENMARK,5.186.123.241,80065
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.176.185.45,80053
Fullrate A/S,OTHER,DENMARK,90.185.102.36,80013
TDCMOBILE-NAT,,,80.62.117.137,80005
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.109.116.252,79981
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.178.14.142,79954
HI3G-CUSTOMER-NET,,,94.191.187.236,79929
KABELTV,,,2.108.140.88,79928
Telia Company AB,LIR,SWEDEN,62.44.135.121,79859
KABELTV,,,80.167.125.98,79851
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.251.120,79841
TDCMOBILE-NAT,,,80.62.117.195,79809
HS-TARM-A-S-NET,,,87.48.149.250,79801
DK-ALTIBOX-CUSTOMER-RESIDENTIAL-LINKNETS,,,188.228.7.12,79730
STOFANET-INET-CIDR-5,,,86.52.20.98,79700
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.23.150.102,79695
TDC-BREDBAANDSADSL-PROF-NET,,,80.62.161.66,79546
AURA-Infrastructure,,,85.191.49.120,79529
Telia Company AB,LIR,SWEDEN,62.198.184.52,79501
Albertslund Ungdomsboliger,OTHER,Denmark,194.255.34.140,79489
Telia Company AB,LIR,SWEDEN,62.44.134.212,79431
KABELTV,,,93.167.54.100,79430
FAABORGVEST-DK,,,86.52.252.2,79422
TDCMOBILE-NAT,,,80.62.117.45,79289
TDC A/S,LIR,DENMARK,87.49.227.224,79249
TDC-BREDBAANDSADSL-STATIC-NET,,,2.107.137.66,79211
KABELTV,,,80.197.147.76,79155
Aarhus Kommune,LIR,DENMARK,193.33.148.24,79101
NIRAS-NET-1,,,83.151.154.136,79091
BOLIGNET-NET,,,79.142.224.222,79006
PT-VDF-162,,,93.108.215.174,78996
Telia Company AB,LIR,SWEDEN,62.44.135.195,78978
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.62.90.250,78969
KABELTV,,,80.162.7.132,78875
TDC-BREDBAANDSADSL-STATIC-NET,,,83.91.118.206,78840
TDCMOBILE-NAT,,,80.62.117.217,78783
KABELTV,,,93.160.7.76,78763
DTU Danish Technical University,other,Denmark,130.226.135.250,78751
DK-ARROWHEAD-P-BV,,,62.61.139.130,78736
TDCMOBILE-NAT,,,80.62.116.7,78736
Telia Company AB,LIR,SWEDEN,62.44.134.47,78725
